bf,HR,BV,UB
Chi Oct,6721,1.28,1.6
,7154,0.43,0.02
,7146,1.03,
,7140,0.91,0.64
35 Nu2 Sgr,7120,1.33,1.51
34 Sigma Sgr,7121,-0.22,-0.75
13 Lyr,7157,1.59,1.41
,7135,1.04,0.88
,7126,0.36,0.06
,7128,-0.02,-0.41
,7147,-0.04,-0.44
,7148,1.09,1.06
63 Theta1 Ser,7141,0.17,0.09
63 Theta2 Ser,7142,0.2,0.08
,7122,1,
,7143,-0.05,-0.3
,7187,0.95,0.69
,7144,0.97,0.71
,7129,-0.14,-0.71
48 Dra,7175,1.15,1.19
,7111,1.53,
Kappa Pav,7107,0.71,0.6
,7162,0.59,0.03
Eta Sct,7149,1.08,1.02
64 Ser,7158,0,-0.27
,7191,0.93,0.66
36 Xi1 Sgr,7145,0.13,-0.14
,7184,0.08,0.05
,7136,0.2,
37 Xi2 Sgr,7150,1.18,1.13
,7247,0.38,-0.06
,7174,-0.17,-0.52
,7165,0.8,0.43
,7155,0.08,
,7151,1.35,
,7163,0.46,0.01
,7159,0.09,
Lambda Tel,7134,-0.05,
Omega Pav,7127,1.37,1.44
Epsilon CrA,7152,0.41,0.03
,7171,-0.04,-0.43
,7179,-0.16,-0.65
10 Aql,7167,0.25,0.09
,7224,-0.15,-0.53
14 Gamma Lyr,7178,-0.05,-0.09
,7196,0.98,
11 Aql,7172,0.53,0.07
,7156,-0.04,
,7185,-0.17,-0.7
,7173,0.25,-0.43
,7166,-0.04,
,7164,0.99,
13 Epsilon Aql,7176,1.08,1.04
,7181,1.24,1.27
,7183,1.75,2
15 Lambda Lyr,7192,1.47,1.67
,7130,0.97,0.8
,7210,-0.18,-0.75
,7201,,
,7168,1.25,
49 Dra,7218,0.86,
,7204,0.97,
,7169,,
,7170,-0.03,
,7198,,
,7202,-0.08,-0.54
,7200,0.02,-0.69
16 Lyr,7215,0.19,0.08
,7186,1,0.78
,7206,,
,7182,1.66,
12 Aql,7193,1.09,1.04
,7212,-0.12,-0.62
,7207,0.16,
,7229,1,
,7177,0,
,7208,1.67,1.73
,7195,1.23,
38 Zeta Sgr,7194,0.08,0.06
,7216,1.34,
14 Aql,7209,0,-0.07
,7203,1.29,1.09
Zeta CrA,7188,-0.02,-0.07
,7205,0.48,
,7197,0.32,
,7161,0.56,0.13
,7214,0.18,0.1
,7222,0.32,
,7190,1.24,1.38
,7219,0.13,0.14
,7220,4.19,
,7211,0.03,
39 Omicron Sgr,7217,1.01,0.85
51 Dra,7251,-0.01,-0.08
15 Aql,7225,1.12,1.01
,7237,1.54,1.91
,7238,1.55,1.88
,7252,,
,7231,0.35,-0.04
17 Zeta Aql,7235,0.01,-0.01
,7230,-0.02,-0.25
,7244,1.65,1.98
16 Lambda Aql,7236,-0.09,-0.27
,7258,-0.15,-0.64
Rho Tel,7213,0.53,0.04
,7243,1.6,0.37
Gamma CrA,7226,0.52,0
Gamma CrA,7227,0.52,0
,7253,0.29,0.04
,7250,0.09,
,7239,-0.04,-0.35
,7232,0.72,0.28
,7223,-0.02,-0.02
40 Tau Sgr,7234,1.19,1.15
18 Aql,7248,-0.07,-0.39
,7241,-0.04,-0.41
,7245,0.05,-0.28
18 Iota Lyr,7262,-0.11,-0.51
17 Lyr,7261,0.34,0.07
,7240,1.61,
,7260,0.7,0.27
,7263,0.4,0.01
,7246,0.04,-0.24
,7249,-0.11,-0.78
Delta CrA,7242,1.09,1.03
,7275,1.09,0.87
,7267,0.52,0.25
,7233,1.1,
19 Aql,7266,0.35,0.04
,7272,0.63,0.15
59 Dra,7312,0.31,0
Alpha CrA,7254,0.04,0.08
,7256,-0.02,
,7255,1.06,
41 Pi Sgr,7264,0.35,0.22
55 Dra,7290,0,-0.02
,7265,1.16,1.13
,7269,-0.04,-0.49
,7221,0.91,0.61
,7257,-0.08,-0.46
Beta CrA,7259,1.2,1.07
,7268,0.01,
,7270,-0.04,
,7284,0.09,0.1
,7280,0.41,-0.03
53 Dra,7295,1.01,0.84
19 Lyr,7283,-0.07,-0.3
,7293,0.65,0.19
,7294,0.65,0.21
,7273,1.02,
,7276,1.13,
57 Delta Dra,7310,1,0.78
,7285,-0.01,-0.28
,7286,0.03,0.02
20 Aql,7279,0.13,-0.44
,7271,0.95,
,7277,1.38,1.42
,7282,1.44,
21 Aql,7287,-0.07,-0.41
,7288,0.09,0.11
20 Eta Lyr,7298,-0.15,-0.65
54 Dra,7309,1.16,1.17
,7281,0.9,
,7299,0.88,
,7425,0.1,0.1
1 Sge,7301,0.11,
,7311,,
,7300,1.07,0.87
,7302,1.67,2.03
42 Psi Sgr,7292,0.56,0.32
60 Tau Dra,7352,1.25,1.45
,7291,0.54,0.09
,7305,-0.06,-0.59
,7308,0.61,0.34
1 Vul,7306,-0.05,-0.54
,7289,1.35,
21 Theta Lyr,7314,1.26,1.23
,7307,-0.02,-0.16
Tau Pav,7274,0.17,0.14
22 Aql,7303,0.08,0.11
,7296,0.02,-0.07
,7322,0.44,-0.01
1 Kappa Cyg,7328,0.96,0.74
,7278,0.18,0.13
43 Sgr,7304,1.02,0.8
2 Vul,7318,0.02,-0.79
,7313,0.02,0.01
25 Omega1 Aql,7315,0.2,0.22
,7324,0.08,0.13
,7297,0.49,0
23 Aql,7319,1.15,1.01
,7341,1.12,
,7326,0.03,-0.38
24 Aql,7321,1.05,0.79
,7325,1.05,0.89
,7317,1.43,1.57
,7338,-0.03,-0.09
,7335,-0.19,-0.89
,7351,0.03,0.04
,7345,0.68,0.21
28 Aql,7331,0.26,0.18
,7316,-0.13,-0.56
,7361,-0.04,-0.47
29 Omega2 Aql,7332,0.08,0.07
,7356,1.58,2.01
,7323,1.67,2
26 Aql,7333,0.92,0.63
,7346,-0.12,-0.51
27 Aql,7336,-0.04,-0.23
,7327,0.27,
58 Pi Dra,7371,0.02,0.06
,7365,,
,7330,0.63,0.11
,7339,-0.1,-0.51
,7423,0.07,0.06
44 Rho1 Sgr,7340,0.22,0.13
46 Upsilon Sgr,7342,0.1,-0.53
45 Rho2 Sgr,7344,1.06,
,7334,1.14,
,7347,-0.1,-0.4
,7349,1.09,0.97
,7359,1.03,
Beta1 Sgr,7337,-0.1,-0.39
,7354,0.44,-0.03
3 Vul,7358,-0.12,-0.52
Eta Tel,7329,0.02,
,7353,1.45,1.69
,7357,0.27,
Beta2 Sgr,7343,0.34,0.07
,7381,-0.08,-0.27
,7368,0.81,0.46
,7364,0.01,-0.07
Alpha Sgr,7348,-0.1,-0.33
,7382,0.92,0.63
,7320,1.23,1.25
,7376,,
2 Cyg,7372,-0.1,-0.71
,7350,1.6,1.92
2 Sge,7369,0.08,0.04
,7374,-0.08,-0.55
,7355,-0.13,-0.67
31 Aql,7373,0.77,0.42
,7366,0.33,0.12
,7360,1.26,
47 Chi1 Sgr,7362,0.23,
,7367,1.43,1.35
,7384,-0.02,-0.08
,7386,0.51,-0.03
4 Vul,7385,0.98,0.81
49 Chi3 Sgr,7363,1.43,1.67
30 Delta Aql,7377,0.32,0.04
,7401,-0.15,-0.56
4 Cyg,7395,-0.12,-0.43
,7378,0.02,-0.34
5 Vul,7390,-0.01,-0.04
50 Sgr,7375,1.22,1.2
,7389,0.47,0.04
,7379,0.05,
,7413,1.39,1.71
,7391,1.55,1.99
32 Nu Aql,7387,0.6,0.42
,7380,0,-0.1
7 Iota1 Cyg,7408,0,-0.01
,7396,-0.06,-0.51
,7403,-0.14,-0.74
,7370,1.4,1.68
,7397,0.01,-0.39
6 Alpha Vul,7405,1.5,1.81
8 Vul,7406,1.03,0.87
35 Aql,7400,0.08,0.07
,7404,1.32,1.38
7 Vul,7409,-0.1,-0.52
,7402,1.1,0.7
,7407,1.05,0.91
,7392,0.22,-0.01
10 Iota2 Cyg,7420,0.14,0.11
,7398,1.12,1.35
,7388,0.98,0.81
,7412,1.82,2.03
,7399,0.39,
,7415,0.01,-0.37
Mu Tel,7393,0.45,
36 Aql,7414,1.75,2.05
6 Beta1 Cyg,7417,1.13,0.62
6 Beta2 Cyg,7418,-0.1,-0.32
,7419,-0.04,-0.11
,7410,0.12,
,7450,1.41,
,7383,1.64,1.93
,7428,1.16,0.91
,7427,1.25,
,7421,0.93,0.63
8 Cyg,7426,-0.14,-0.65
61 Sigma Dra,7462,0.79,0.38
,7411,0.3,0.2
,7448,1.57,1.98
,7416,-0.04,
,7436,0.03,0.1
,7442,1.64,1.77
38 Mu Aql,7429,1.17,1.26
,7422,0.09,
,7451,0.48,0
9 Vul,7437,-0.09,-0.43
,7453,0.24,
,7444,0.05,0.09
9 Cyg,7441,0.55,0.33
37 Aql,7430,1.13,0.89
Iota Tel,7424,1.09,
,7438,0.41,-0.02
,7432,1.12,0.92
,7433,1.09,
11 Cyg,7457,-0.11,-0.37
,7465,1.06,0.84
51 Sgr,7431,0.19,0.17
,7445,,
,7452,-0.07,-0.28
,7449,1.04,0.89
,7439,0.27,
13 Theta Cyg,7469,0.38,-0.03
,7458,1.32,1
,7468,0.93,0.69
52 Sgr,7440,-0.07,-0.15
41 Iota Aql,7447,-0.08,-0.44
,7456,0.88,
39 Kappa Aql,7446,0,-0.87
,7467,-0.15,-0.61
,7443,1.26,1.08
,7466,-0.09,-0.5
4 Epsilon Sge,7463,1.02,0.81
,7454,0.5,0.04
42 Aql,7460,0.43,0.03
,7477,0.99,0.72
,7472,1.08,0.98
,7434,0.97,0.81
,7484,0.44,-0.1
,7471,0.04,-0.55
44 Sigma Aql,7474,0.03,-0.6
12 Phi Cyg,7478,0.97,0.8
,7475,2.07,2.22
14 Cyg,7483,-0.08,-0.22
,7487,0.9,0.55
,7461,0.28,
,7481,0.08,0.13
53 Sgr,7470,0.03,
,7435,0.02,0.04
,7464,0.23,
5 Alpha Sge,7479,0.78,0.43
,7473,1.04,
,7500,0.22,
,7459,1,
,7482,0.39,-0.62
,7485,0.01,-0.39
,7492,1.56,1.42
45 Aql,7480,0.11,0.09
54 Sgr,7476,1.13,1.06
,7495,0.4,0.15
6 Beta Sge,7488,1.05,0.89
,7486,-0.08,-0.52
,7490,1.53,
,7455,1.55,1.96
16 Cyg,7503,0.64,0.19
,7504,0.66,0.2
,7499,0.18,0.05
,7509,1.61,
46 Aql,7493,-0.03,-0.41
55 Sgr,7489,0.33,0.09
47 Chi Aql,7497,0.57,-0.04
,7502,0.11,0.14
,7501,0.33,0.28
,7505,0,-0.01
,7522,0.56,0.06
,7496,0.46,0.02
,7491,0.01,
,7526,0.88,
10 Vul,7506,0.93,0.67
,7514,1.57,1.99
,7512,-0.06,-0.3
,7508,1.1,
15 Cyg,7517,0.95,0.69
,7545,0.05,0.11
48 Psi Aql,7511,-0.03,-0.21
,7520,,
,7518,0.64,0.2
,7523,1.64,1.94
18 Delta Cyg,7528,-0.03,-0.1
,7529,-0.03,-0.13
49 Upsilon Aql,7519,0.18,0.09
,7530,1.06,1
,7516,0.05,-0.54
,7507,0.02,
50 Gamma Aql,7525,1.52,1.68
56 Sgr,7515,0.93,0.96
17 Cyg,7534,0.47,0
,7535,1.13,
,7533,0.27,
,7563,0.28,0.09
7 Delta Sge,7536,1.41,0.96
,7547,1.64,1.99
,7543,-0.06,-0.37
,7540,0.99,
Nu Tel,7510,0.2,
,7532,0.2,0.13
63 Epsilon Dra,7582,0.89,0.52
,7542,0.96,0.69
52 Pi Aql,7544,,
,7550,0.44,-0.09
,7551,0.2,-0.74
,7521,1.13,1.11
8 Zeta Sge,7546,0.1,0.05
,7541,1.24,1.36
,7538,0.4,
,7498,0.22,0.11
,7555,0.9,
,7513,1.48,1.72
,7556,-0.06,-0.5
,7537,1.7,1.97
,7554,-0.1,-0.7
,7527,-0.14,-0.55
Chi Cyg,7564,1.82,0.96
19 Cyg,7566,1.69,2.1
,7567,-0.04,-0.77
20 Cyg,7576,1.28,1.53
,7531,0.08,
51 Aql,7553,0.38,
53 Alpha Aql,7557,0.22,0.08
,7568,1.7,1.85
,7524,0.3,0.08
54 Omicron Aql,7560,0.55,0.07
12 Vul,7565,-0.14,-0.68
,7559,1.57,1.82
,7562,0.1,0.09
,7577,0.36,0.04
,7552,-0.06,-0.22
,7589,-0.07,-0.97
,7573,0.71,0.13
,7569,0.65,0.13
,7591,-0.18,-0.85
57 Sgr,7561,0.98,0.64
,7572,-0.01,-0.38
,7583,1.43,1.62
9 Sge,7574,0.01,-0.92
55 Eta Aql,7570,0.89,0.51
,7548,0.92,0.65
,7549,0.1,0.12
,7600,-0.11,-0.91
,7571,0.14,0.09
23 Cyg,7608,-0.13,-0.55
,7575,0.2,0.1
,7580,0.02,-0.11
13 Vul,7592,-0.06,-0.14
,7611,0.02,0.03
56 Aql,7584,1.64,2
59 Xi Aql,7595,1.05,0.91
,7578,1.02,0.94
,7601,-0.02,-0.16
57 Aql,7593,-0.08,-0.48
57 Aql,7594,-0.04,-0.26
,7598,0.03,0.04
,7558,0.16,
58 Aql,7596,0.1,-0.01
,7606,0.75,0.35
,7585,1.48,
,7607,-0.08,-0.47
Iota Sgr,7581,1.08,0.9
60 Beta Aql,7602,0.86,0.48
,7599,0.39,0.05
,7626,1.02,
24 Psi Cyg,7619,0.12,0.06
58 Omega Sgr,7597,0.75,0.32
22 Cyg,7613,-0.08,-0.51
,7633,1.59,1.93
10 Sge,7609,0.67,0.42
,7494,1.4,1.68
61 Phi Aql,7610,-0.01,-0.08
21 Eta Cyg,7615,1.02,0.89
,7634,,
,7620,-0.15,-0.59
,7632,-0.01,-0.05
59 Sgr,7604,1.46,1.57
,7586,1.53,1.79
,7616,0.07,-0.05
,7587,-0.01,
,7628,-0.1,-0.52
,7605,0.39,
11 Sge,7622,-0.05,-0.17
,7638,,
61 Sgr,7614,0.05,0.07
,7654,0.09,
,7642,-0.09,-0.5
,7640,-0.06,-0.19
,7579,0.23,0.16
,7666,0.88,0.54
12 Gamma Sge,7635,1.57,1.93
,7588,0.16,0.09
,7617,1.05,
60 Sgr,7618,0.9,0.55
14 Vul,7641,,
,7651,-0.19,-0.65
,7646,0.16,0.15
,7636,1.13,0.9
69 Dra,7686,1.61,1.89
Theta1 Sgr,7623,-0.15,-0.67
,7637,0.58,0.05
Theta2 Sgr,7624,0.17,0.06
25 Cyg,7647,-0.17,-0.69
13 Sge,7645,1.67,1.75
,7629,1,0.77
,7631,0.49,-0.02
Mu1 Pav,7603,1.04,0.8
,7621,1.06,0.92
,7627,1.64,2.02
Epsilon Pav,7590,-0.03,-0.05
,7630,0.28,0.11
,7648,1.52,1.89
15 Vul,7653,0.18,0.16
,7655,1.31,
26 Cyg,7660,1.11,1.02
,7643,0.97,0.77
,7639,0.11,
64 Dra,7676,1.56,1.81
,7625,1.53,1.31
,7656,-0.12,-0.51
Mu2 Pav,7612,1.22,1.29
63 Sgr,7649,0.08,
16 Vul,7657,0.36,0.09
65 Dra,7682,,
62 Sgr,7650,1.65,1.8
67 Rho Dra,7685,1.32,1.51
,7662,1.42,1.6
,7664,-0.1,-0.48
,7652,1.41,1.68
,7670,0.73,0.37
,7658,0.5,
,7661,0.35,0.07
15 Sge,7672,0.61,0.09
63 Tau Aql,7669,1.06,0.86
,7659,1.21,1.16
62 Aql,7667,1.3,1.35
,7684,0.04,0.04
,7678,0.54,-0.46
,7695,0.1,0.04
,7704,1.65,2
,7677,,
,7671,0.52,
,7687,1.6,1.95
16 Eta Sge,7679,1.06,0.98
,7683,0.64,0.22
,7692,0.43,0.03
65 Sgr,7675,0.04,0
,7680,1.64,1.76
,7668,-0.08,
66 Dra,7701,1.18,1.29
,7644,0.64,0.08
,7681,1.16,1
,7697,0.39,-0.01
27 Cyg,7689,0.85,0.54
17 Vul,7688,-0.18,-0.67
,7702,0.13,
Xi Tel,7673,1.62,1.84
,7674,0.53,
,7699,0.16,-0.45
,7693,0.46,-0.02
64 Aql,7690,1.02,0.9
,7696,1.91,1.86
,7663,1.58,1.98
,7694,0.06,
,7700,-0.12,-0.67
Delta Pav,7665,0.76,0.45
1 Kappa Cep,7750,-0.05,-0.11
28 Cyg,7708,-0.13,-0.77
17 Theta Sge,7705,0.38,-0.04
18 Vul,7711,0.08,0.13
,7713,0.9,
,7691,0.06,
,7709,-0.15,-0.92
,7703,0.87,0.46
65 Theta Aql,7710,-0.07,-0.14
,7716,-0.02,-0.85
68 Dra,7727,0.47,0.02
19 Vul,7718,1.41,1.51
1 Xi1 Cap,7712,1.21,
20 Vul,7719,-0.11,-0.43
,7721,-0.12,-0.45
,7706,1.23,
2 Xi2 Cap,7715,0.48,-0.07
,7726,1.14,
,7717,0.02,-0.01
66 Aql,7720,1.43,1.3
30 Cyg,7730,0.09,0.15
33 Cyg,7740,0.11,0.08
,7742,1.47,
31 omicron1 Cyg,7735,1.28,0.42
,7723,0.29,0.12
,7733,1.5,1.83
,7734,0,-0.02
21 Vul,7731,0.18,0.16
67 Rho Aql,7724,0.08,0.01
,7714,1.5,
,7737,-0.04,-0.28
,7707,0.31,0.09
29 Cyg,7736,0.14,0
,7739,-0.18,-0.72
,7722,0.88,0.64
,7743,0.91,0.66
32 omicron2 Cyg,7751,1.52,1.03
22 Vul,7741,1.04,0.71
,7755,,
23 Vul,7744,1.26,1.12
,7725,1.51,
,7756,0.38,-0.04
,7752,0.01,-0.01
18 Sge,7746,1.04,0.92
3 Cap,7738,0.01,-0.17
,7728,1.54,
,7729,0.37,
,7757,-0.09,-0.41
24 Vul,7753,0.95,0.67
,7759,1.65,1.88
,7762,1.64,1.91
,7783,0.58,0.06
,7760,1.01,
5 Alpha1 Cap,7747,1.07,0.78
34 Cyg,7763,0.42,-0.58
4 Cap,7748,1,
6 Alpha2 Cap,7754,0.94,0.69
,7767,0.1,-0.78
,7781,0.11,0.03
36 Cyg,7769,0.06,0
35 Cyg,7770,0.65,0.48
,7777,-0.13,-0.69
,7745,1.67,2.02
,7732,1.04,
,7749,0.46,0.01
7 Sigma Cap,7761,1.4,1.53
,7771,1.63,
71 Dra,7792,-0.05,-0.21
,7768,1.09,1.02
,7782,0,-0.07
,7786,-0.06,-0.37
,7774,0.31,0.13
,7804,1.59,
,7784,0.06,0.03
,7778,0.91,0.64
,7780,1.49,
,7772,1.55,1.84
,7764,0.17,
,7791,1.56,
,7758,1.59,2.01
8 Nu Cap,7773,-0.05,-0.11
,7775,-0.02,-0.11
,7765,1.31,
9 Beta Cap,7776,0.79,0.28
,7805,1.56,
,7766,0.55,-0.02
,7795,1.07,0.82
25 Vul,7789,-0.06,-0.4
,7798,1.08,1.02
37 Gamma Cyg,7796,0.68,0.53
Kappa1 Sgr,7779,0,0
,7797,1.35,
,7800,1.6,1.98
,7793,0.51,-0.07
,7802,0.95,0.76
,7788,0.91,0.58
,7794,0.97,0.77
,7807,-0.2,-0.88
39 Cyg,7806,1.33,1.5
Kappa2 Sgr,7787,0.2,0.1
,7815,0.01,-0.13
,7803,-0.04,-0.14
,7698,0.2,0.13
,7818,0.09,0.12
,7801,1.1,0.94
Alpha Pav,7790,-0.2,-0.71
,7811,0.93,
,7809,1.19,1.19
,7810,1.56,1.92
,7799,1.36,1.61
,7813,1.02,
,7816,1.01,
,7827,0,0
,7808,0.97,0.77
43 Cyg,7828,0.26,0.04
,7823,0.48,0.45
10 Pi Cap,7814,-0.07,-0.41
40 Cyg,7826,0.06,0.06
,7820,1.08,0.93
75 Dra,7901,1.02,0.84
,7824,0.9,0.57
68 Aql,7821,-0.06,-0.18
,7819,0.99,0.69
,7817,-0.11,
11 Rho Cap,7822,0.38,0.04
,7930,0.13,
42 Cyg,7835,0.52,0.1
,7833,0.23,0.1
41 Cyg,7834,0.4,0.27
,7843,-0.04,-0.24
74 Dra,7908,0.92,0.6
,7825,1.55,1.99
2 Theta Cep,7850,0.2,0.16
69 Aql,7831,1.15,1.22
12 Omicron Cap,7829,0.22,0.04
12 Omicron Cap,7830,0.08,0.3
,7841,1.13,1.07
,7868,1.35,1.54
45 Omega1 Cyg,7844,-0.09,-0.63
1 Del,7836,-0.03,-0.11
,7832,0.21,
,7839,0.15,0.14
44 Cyg,7847,1.01,0.74
,7837,0.79,0.42
,7840,0.03,-0.39
46 Omega2 Cyg,7851,1.55,1.92
,7854,1.01,
73 Dra,7879,0.07,0.11
,7860,1.43,
,7849,0.26,0.08
,7845,0.69,0.21
,7861,-0.11,-0.56
,7842,-0.01,
2 Epsilon Del,7852,-0.13,-0.47
,7785,1.14,0.85
,7867,1,0.78
,7857,0.08,0.05
47 Cyg,7866,1.6,0.78
,7870,-0.16,-0.53
Nu Mic,7846,1.01,0.8
3 Eta Del,7858,0.07,0.05
,7862,-0.14,-0.66
,7855,0.54,-0.02
,7856,-0.08,
,7876,0.41,0.42
,7853,0.26,
4 Zeta Del,7871,0.11,0.11
,7865,0.2,0.1
Phi1 Pav,7848,0.28,0.05
,7838,1.29,1.41
26 Vul,7874,0.21,0.16
70 Aql,7873,1.6,1.95
27 Vul,7880,-0.07,-0.22
,7878,-0.08,-0.39
,7888,0.99,0.81
48 Cyg,7885,-0.09,-0.4
,7887,0.34,-0.03
6 Beta Del,7882,0.44,0.08
Alpha Ind,7869,1,0.79
Rho Pav,7859,0.43,0.19
5 Iota Del,7883,0.06,0.04
,7877,0.33,
,7886,1.48,1
,7812,1.71,2.02
71 Aql,7884,0.95,0.69
29 Vul,7891,-0.02,-0.08
28 Vul,7894,-0.14,-0.53
,7895,0.98,
8 Theta Del,7892,1.53,1.73
,7904,1.09,0.99
,7916,,
,7899,-0.14,-0.7
7 Kappa Del,7896,0.72,0.21
,7903,-0.06,-0.08
,7890,-0.1,-0.42
14 Tau Cap,7889,-0.12,
,7912,-0.06,-0.55
1 Aqr,7897,1.06,0.97
,7911,-0.16,-0.54
9 Alpha Del,7906,-0.06,-0.21
,7872,1.1,
,7907,0.55,0.03
Phi2 Pav,7875,0.53,0.01
15 Upsilon Cap,7900,1.66,1.99
,7919,1.19,
,7898,0.72,0.23
,7925,0.46,-0.06
,7893,1.12,1.08
,7905,1,0.74
,7902,0.57,
,7917,0.14,0.15
,7914,0.63,0.09
,7922,-0.12,-0.49
49 Cyg,7921,0.88,
10 Del,7918,1.24,
,7909,1.53,1.85
,7910,1.22,
50 Alpha Cyg,7924,0.09,-0.24
Mu2 Oct,7864,0.62,0.25
,7926,-0.12,-0.45
Upsilon Pav,7881,-0.06,-0.28
,7923,0.94,0.57
Mu1 Oct,7863,0.44,0.11
51 Cyg,7929,-0.1,-0.63
,7927,-0.16,-0.68
76 Dra,8002,0,-0.04
,7938,0.01,0.05
,7915,1.08,
4 Cep,7945,0.22,0.05
,7940,0.33,-0.48
,7932,1.23,0.99
11 Delta Del,7928,0.32,0.1
Eta Ind,7920,0.27,0.09
,7944,1.67,1.86
,7967,,
30 Vul,7939,1.18,1.18
Beta Pav,7913,0.16,0.12
,7931,0.94,
3 Eta Cep,7957,0.92,0.62
,7955,0.54,0.1
,7941,1.68,1.24
52 Cyg,7942,1.05,0.89
16 Psi Cap,7936,0.43,0.02
17 Cap,7937,0.04,0.1
53 Epsilon Cyg,7949,1.03,0.87
,7935,0.39,
,7933,-0.1,
,7962,1.12,
,7958,0.03,0.04
12 Gamma1 Del,7947,0.49,0.08
12 Gamma2 Del,7948,1.04,0.97
,7946,1.55,1.97
,7956,1.32,1.47
,7966,1.61,2.02
54 Lambda Cyg,7963,-0.11,-0.49
,8016,1.12,1.06
2 Epsilon Aqr,7950,0,0.02
3 Aqr,7951,1.65,1.92
,7954,-0.02,-0.09
13 Del,7953,-0.02,-0.09
,7969,1.46,1.78
,7972,0.89,0.55
Iota Mic,7943,0.35,0.06
,7978,-0.07,-0.56
55 Cyg,7977,0.41,-0.45
,7993,0.07,-0.77
,7961,-0.07,-0.46
Sigma Pav,7934,1.12,1.1
,7964,1.42,
Zeta Ind,7952,1.52,1.87
15 Del,7973,0.43,-0.11
14 Del,7974,0.02,-0.02
,7983,-0.07,-0.57
Alpha Mic,7965,1,0.73
,7975,0.98,0.79
56 Cyg,7984,0.2,0.12
,7981,0.04,0
,7976,1.07,0.94
,7970,1.54,1.81
,7971,1.38,1.63
4 Aqr,7982,0.46,0.03
,7988,0.72,0.4
Iota Ind,7968,1.13,1.05
,7959,0.15,0.08
,7960,0.17,0.06
18 Omega Cap,7980,1.64,1.93
Beta Mic,7979,0.03,
,7996,-0.15,-0.62
31 Vul,7995,0.83,0.47
5 Aqr,7985,-0.08,-0.27
6 Mu Aqr,7990,0.32,0.11
,7989,0.88,0.56
,7994,0.67,0.14
,7999,1.09,
57 Cyg,8001,-0.14,-0.58
,8003,1.1,0.93
,7991,1.09,
,8004,-0.04,0.01
,7987,1.32,
,8005,1.52,
,7998,0.37,0
,7997,1.6,1.9
,8009,-0.07,-0.41
,8007,-0.13,-0.9
32 Vul,8008,1.48,1.79
,7992,-0.12,
,8043,0.93,
19 Cap,8000,1.12,1
Beta Ind,7986,1.25,1.23
,8006,0.29,0.06
17 Del,8011,1.12,0.96
16 Del,8012,0.12,0.07
,8010,0.82,0.49
,8020,0.47,-0.33
,8022,-0.1,-0.5
,8029,-0.18,-0.7
,8014,-0.1,-0.29
,8025,0.3,0.04
,8026,1.04,0.92
,8023,0.05,-0.85
,8013,0.5,-0.04
7 Aqr,8015,1.47,1.71
58 Nu Cyg,8028,0.02,0
,8017,1.22,1.36
,8018,0.18,0.12
33 Vul,8032,1.4,
,8035,0.97,0.83
18 Del,8030,0.93,
,8040,-0.15,-0.51
,8036,-0.08,-0.46
,8024,0.23,0.11
1 Epsilon Equ,8034,0.46,0.02
,8049,1.4,1.64
20 Cap,8033,-0.13,
59 Cyg,8047,-0.05,-0.94
,8037,0.38,-0.13
,8031,0.39,-0.03
,8038,0.26,0.09
,8027,0.47,-0.06
,8044,1.61,
11 Aqr,8041,0.63,0.24
60 Cyg,8053,-0.21,-0.93
,8051,0.98,
Gamma Mic,8039,0.89,0.54
,8019,0.1,0.11
,8045,0.06,
,8065,-0.07,-0.34
,8042,0.68,0.17
,8062,1.69,1.84
,8046,1.11,
,8064,-0.15,-0.55
Zeta Mic,8048,0.41,
,8054,-0.1,-0.49
,8057,1.67,2.04
,8056,0.48,0.01
,8063,1.01,0.79
,8050,0.95,0.74
,8072,0.98,0.76
,8074,0.25,
,8078,0.99,
,8071,0.38,0.13
12 Aqr,8058,,
12 Aqr,8059,0.68,0.41
22 Eta Cap,8060,0.17,0.09
3 Equ,8066,1.65,2.02
,8067,1.05,0.89
Alpha Oct,8021,0.49,0.13
,8068,0.97,0.62
62 Xi Cyg,8079,1.65,1.83
Mu Ind,8055,1.21,1.22
4 Equ,8077,0.54,0.06
,8112,-0.07,-0.24
23 Theta Cap,8075,-0.01,0.01
Delta Mic,8070,1.03,
,8099,0.4,0
,8082,1.05,0.62
,8076,1.1,
Eta Mic,8069,1.35,1.52
,8084,0.56,
63 Cyg,8089,1.57,1.75
61 Cyg,8085,1.18,1.11
61 Cyg,8086,1.37,1.23
24 Cap,8080,1.61,1.93
,8088,1.01,0.78
,8083,0.02,
,8090,1.66,1.98
,8073,1.18,1.15
25 Chi Cap,8087,0.01,-0.03
,8094,-0.1,-0.26
Sigma Oct,7228,0.27,0.13
,8052,1.23,1.18
,8061,0.59,0.1
,8109,-0.13,-0.48
,8113,1.49,0.33
27 Cap,8091,0.38,
13 Nu Aqr,8093,0.94,0.7
,8095,0.37,0.06
,8103,-0.16,-0.66
,8106,-0.12,-0.45
5 Gamma Equ,8097,0.26,0.1
,8107,-0.01,-0.35
6 Equ,8098,0.02,0.04
,8101,0.03,-0.06
,8096,1.16,1.21
,8105,-0.14,-0.92
,8081,1.08,1.03
,8102,0.28,0.14
,8119,0.11,-0.77
,8100,0.45,0.01
64 Zeta Cyg,8115,0.99,0.76
,8104,0.44,
,8110,1.42,1.69
,8108,0.98,0.74
Omicron Pav,8092,1.58,1.56
,8174,0.09,0.09
